Dark voltage	-1.308091 
Blank voltage	3.527824 
Slope	43.331074 
Intercept	-5.309189 
R-squared	0.811271 

Concentration (volts)	Voltage
0.000000	3.538352
1.000000	3.512264
2.000000	2.670901
5.000000	1.721398
10.000000	1.512349
20.000000	-0.538949
50.000000	-1.278268
100.000000	-1.305176
200.000000	-1.305702
