Day fraction since midnight on 	pH probe (pH)
0.6188561025	6.0659704208
0.6188676700	6.0596413612
0.6188792375	6.0598387718
0.6188908279	6.0534954071
0.6189023956	6.0500307083
0.6189139863	6.0496716499
0.6189255322	6.0505867004
0.6189371228	6.0580124855
0.6189486903	6.0593461990
0.6189602620	6.0646953583
0.6189718293	6.0613551140
0.6189834254	6.0577068329
0.6189949929	6.0583133698
0.6190065602	6.0619645119
0.6190181277	6.0642528534
0.6190297186	6.0581974983
0.6190412861	6.0546574593
0.6190528535	6.0575637817
0.6190644440	6.0538387299
0.6190760117	6.0500192642
0.6190875792	6.0460433960
0.6190991464	6.0414938927
0.6191107373	6.0471835136
0.6191223048	6.0546431541
0.6191338723	6.0447797775
0.6191454629	6.0439724922
0.6191570304	6.0414786339
0.6191685979	6.0397706032
0.6191801654	6.0383853912
0.6191917560	6.0345778465
0.6192033233	6.0316448212
0.6192148909	6.0380020142
0.6192264816	6.0456180573
0.6192380491	6.0468144417
0.6192496166	6.0410032272
0.6192611841	6.0342059135
0.6192727745	6.0350847244
0.6192843422	6.0328364372
0.6192959097	6.0379796028
0.6193075001	6.0428915024
0.6193190678	6.0462541580
0.6193306353	6.0427150726
0.6193422026	6.0407128334
0.6193537934	6.0423717499
0.6193653609	6.0327401161
0.6193769284	6.0277590752
0.6193885191	6.0223207474
0.6194000866	6.0239591599
0.6194116540	6.0229926109
0.6194232215	6.0248532295
0.6194348142	6.0274930000
0.6194463817	6.0178399086
0.6194579519	6.0184864998
0.6194695194	6.0188679695
0.6194811101	6.0170454979
0.6194926775	6.0186862946
0.6195042450	6.0219616890
0.6195158357	6.0192518234
0.6195274032	6.0183100700
0.6195389704	6.0222930908
0.6195505382	6.0199689865
0.6195621318	6.0146536827
0.6195737016	6.0156960487
0.6195852691	6.0146641731
0.6195968366	6.0083093643
0.6196084272	6.0151453018
0.6196199947	6.0136761665
0.6196315622	6.0140533447
0.6196431528	6.0067973137
0.6196547203	6.0050864220
0.6196662878	6.0028748512
0.6196778553	6.0046744347
0.6196894459	6.0064725876
0.6197010134	6.0109043121
0.6197125809	6.0105104446
0.6197241713	6.0083217621
0.6197357389	6.0049510002
0.6197473063	6.0064997673
0.6197588740	6.0028314590
0.6197704646	6.0025463104
0.6197820321	6.0005707741
0.6197935996	5.9970412254
0.6198051902	6.0057187080
0.6198167577	6.0085511208
0.6198283252	6.0038928986
0.6198399159	5.9965791702
0.6198514834	6.0011873245
0.6198630508	6.0026993752
0.6198746183	6.0035929680
0.6198862087	6.0079112053
0.6198977765	6.0073204041
0.6199093439	6.0030617714
0.6199209114	5.9961419106
0.6199325021	5.9948906898
0.6199440927	5.9964003563
0.6199556370	5.9899859428
0.6199672277	5.9831614494
0.6199787952	5.9853415489
0.6199903625	5.9888162613
0.6200019302	5.9797716141
0.6200135226	5.9804620743
0.6200250926	5.9868140221
0.6200366601	5.9919319153
0.6200482276	5.9965906143
0.6200598182	5.9938163757
0.6200713856	5.9907736778
0.6200829531	5.9847579002
0.6200945438	5.9790654182
0.6201061113	5.9810132980
0.6201176788	5.9858908653
0.6201292463	5.9812994003
0.6201408413	5.9796347618
0.6201524088	5.9785857201
0.6201639763	5.9817018509
0.6201755438	5.9737415314
0.6201871344	5.9697351456
0.6201987019	5.9674501419
0.6202102694	5.9689726830
0.6202218601	5.9737372398
0.6202334273	5.9820084572
0.6202449969	5.9719605446
0.6202565644	5.9652385712
0.6202681550	5.9715819359
0.6202797257	5.9735727310
0.6202912958	5.9739284515
0.6203028655	5.9686360359
0.6203144329	5.9677343369
0.6203260236	5.9625468254
0.6203375911	5.9645991325
0.6203491586	5.9691233635
0.6203607492	5.9692573547
0.6203723165	5.9686050415
0.6203838842	5.9654078484
0.6203954517	5.9604883194
0.6204070423	5.9603133202
0.6204186098	5.9634671211
0.6204301773	5.9645142555
0.6204417742	5.9637126923
0.6204533417	5.9590358734
0.6204649092	5.9566459656
0.6204764789	5.9553694725
0.6204880464	5.9545950890
0.6204996394	5.9591903687
0.6205112067	5.9644885063
0.6205227742	5.9662098885
0.6205343419	5.9716525078
0.6205459367	5.9681015015
0.6205575040	5.9698152542
0.6205690948	5.9650831223
0.6205806392	5.9608855247
0.6205922298	5.9517230988
0.6206037973	5.9465851784
0.6206153648	5.9436955452
0.6206269554	5.9429893494
0.6206385229	5.9439940453
0.6206500904	5.9436602592
0.6206616579	5.9445753098
0.6206732556	5.9494090080
0.6206848231	5.9562034607
0.6206963906	5.9501376152
0.6207079812	5.9557585716
0.6207195487	5.9505100250
0.6207311162	5.9558424950
0.6207426837	5.9559154510
0.6207542512	5.9546866417
0.6207658418	5.9471840858
0.6207774093	5.9422683716
0.6207889768	5.9391860962
0.6208005672	5.9335513115
0.6208121349	5.9360671043
0.6208237256	5.9378809929
0.6208352699	5.9313225746
0.6208468605	5.9269890785
0.6208584280	5.9302792549
0.6208699955	5.9288330078
0.6208815861	5.9285421371
0.6208931536	5.9257583618
0.6209047255	5.9264812469
0.6209162932	5.9317016602
0.6209278838	5.9316225052
0.6209394513	5.9326987267
0.6209510186	5.9334707260
0.6209625863	5.9381885529
0.6209741768	5.9364857674
0.6209857444	5.9447631836
0.6209973119	5.9442491531
0.6210089025	5.9422197342
0.6210204719	5.9354882240
0.6210320394	5.9308404922
0.6210436090	5.9252448082
0.6210551999	5.9273939133
0.6210667685	5.9235315323
0.6210783389	5.9243783951
0.6210899066	5.9189915657
0.6211014973	5.9173336029
0.6211130648	5.9232711792
0.6211246323	5.9269037247
0.6211361997	5.9203715324
0.6211477904	5.9199442863
0.6211593579	5.9256439209
0.6211709254	5.9230093956
0.6211825160	5.9203557968
0.6211940835	5.9248309135
0.6212056510	5.9278125763
0.6212172185	5.9246702194
0.6212288089	5.9155092239
0.6212403766	5.9145331383
0.6212519441	5.9107007980
0.6212635347	5.9064240456
0.6212751020	5.9071831703
0.6212866697	5.9170613289
0.6212982372	5.9188966751
0.6213098278	5.9172582626
0.6213213953	5.9128866196
0.6213329628	5.9185571671
0.6213445534	5.9086842537
0.6213561209	5.9041390419
0.6213676884	5.9026117325
0.6213792559	5.8969483376
0.6213908465	5.8957862854
0.6214024140	5.8938417435
0.6214139815	5.8943667412
0.6214255721	5.8961482048
0.6214371413	5.8960933685
0.6214487088	5.8980107307
0.6214602791	5.8907933235
0.6214718697	5.8908867836
0.6214834370	5.9001069069
0.6214950047	5.9008846283
0.6215065722	5.8998308182
0.6215181628	5.9002361298
0.6215297302	5.8911156654
0.6215412976	5.8878545761
0.6215528882	5.8901362419
0.6215644577	5.8964495659
0.6215760278	5.8948712349
0.6215876184	5.8929114342
0.6215991859	5.8874092102
0.6216107533	5.8899531364
0.6216223205	5.8887052536
0.6216338882	5.8912134171
0.6216454788	5.8830156326
0.6216570462	5.8802137375
0.6216686135	5.8811593056
0.6216802043	5.8793234825
0.6216917717	5.8805289268
0.6217033391	5.8830642700
0.6217149066	5.8799266815
0.6217264972	5.8764958382
0.6217380646	5.8879442215
0.6217496321	5.8849716187
0.6217612227	5.8835029602
0.6217727901	5.8829746246
0.6217843575	5.8787736893
0.6217959248	5.8824605942
0.6218075175	5.8805942535
0.6218190849	5.8785090446
0.6218306545	5.8804950714
0.6218422217	5.8834772110
0.6218538125	5.8842263222
0.6218653800	5.8840928078
0.6218769474	5.8889608383
0.6218885380	5.8909001350
0.6219001055	5.8855395317
0.6219116729	5.8844499588
0.6219232425	5.8784494400
0.6219348331	5.8750052452
0.6219464006	5.8779559135
0.6219579911	5.8777861595
0.6219695389	5.8840494156
0.6219811295	5.8801765442
0.6219926969	5.8775725365
0.6220042644	5.8775715828
0.6220158318	5.8738451004
0.6220274224	5.8656277657
0.6220389896	5.8610014915
0.6220505572	5.8559174538
0.6220621478	5.8568110466
0.6220737153	5.8586072922
0.6220852826	5.8559923172
0.6220968733	5.8574676514
0.6221084408	5.8557009697
0.6221200082	5.8605184555
0.6221315755	5.8557190895
0.6221431468	5.8576068878
0.6221547374	5.8574047089
0.6221663073	5.8565173149
0.6221778750	5.8646960258
0.6221894655	5.8613576889
0.6222010330	5.8635730743
0.6222126004	5.8656597137
0.6222241679	5.8596863747
0.6222357584	5.8571891785
0.6222473259	5.8512029648
0.6222589165	5.8512935638
0.6222704839	5.8478455544
0.6222820514	5.8470001221
0.6222936186	5.8464922905
0.6223052094	5.8470492363
0.6223167769	5.8429865837
0.6223283441	5.8445315361
0.6223399118	5.8464269638
0.6223515023	5.8498601913
0.6223630696	5.8490738869
0.6223746372	5.8414092064
0.6223862047	5.8408432007
0.6223977952	5.8490428925
0.6224093627	5.8500456810
0.6224209341	5.8396730423
0.6224325016	5.8373055458
0.6224440922	5.8396444321
0.6224556596	5.8394556046
0.6224672268	5.8386816978
0.6224788174	5.8369860649
0.6224903851	5.8393058777
0.6225019525	5.8438019753
0.6225135200	5.8460817337
0.6225251105	5.8398461342
0.6225366780	5.8456125259
0.6225482452	5.8446826935
0.6225598358	5.8483390808
0.6225714035	5.8431692123
0.6225829707	5.8350586891
0.6225945383	5.8290276527
0.6226061287	5.8324255943
0.6226177193	5.8274922371
0.6226292636	5.8263044357
0.6226408544	5.8281531334
0.6226524219	5.8247723579
0.6226639893	5.8208351135
0.6226755567	5.8222169876
0.6226871473	5.8201560974
0.6226987146	5.8240022659
0.6227102822	5.8215684891
0.6227218726	5.8240151405
0.6227334400	5.8219656944
0.6227450077	5.8228626251
0.6227565785	5.8232307434
0.6227681691	5.8284797668
0.6227797366	5.8267917633
0.6227913156	5.8238654137
0.6228028830	5.8328328133
0.6228144537	5.8298373222
0.6228260211	5.8346190453
0.6228376002	5.8366403580
0.6228491676	5.8406257629
0.6228607603	5.8454036713
0.6228723277	5.8373193741
0.6228838970	5.8277106285
0.6228954645	5.8316259384
0.6229070579	5.8285255432
0.6229186253	5.8346138000
0.6229301926	5.8313035965
0.6229417602	5.8279719353
0.6229533508	5.8303608894
0.6229649414	5.8226704597
0.6229764857	5.8240318298
0.6229880763	5.8225750923
0.6229996437	5.8233404160
0.6230112343	5.8252272606
0.6230228018	5.8269343376
0.6230343692	5.8276667595
0.6230459367	5.8234481812
0.6230575041	5.8327703476
0.6230690947	5.8291206360
0.6230806621	5.8295173645
0.6230922296	5.8349070549
0.6231038202	5.8301072121
0.6231153876	5.8319253922
0.6231269550	5.8268489838
0.6231385225	5.8335433006
0.6231501131	5.8413319588
0.6231616805	5.8382277489
0.6231732477	5.8359827995
0.6231848385	5.8355350494
0.6231964060	5.8305587769
0.6232079732	5.8253550529
0.6232195409	5.8310332298
0.6232311315	5.8295140266
0.6232426989	5.8274211884
0.6232542663	5.8268380165
0.6232658569	5.8310127258
0.6232774244	5.8366827965
0.6232889918	5.8383669853
0.6233005592	5.8386502266
0.6233121496	5.8363943100
0.6233237171	5.8344368935
0.6233352847	5.8344345093
0.6233468753	5.8394584656
0.6233584428	5.8361587524
0.6233700102	5.8380513191
0.6233815777	5.8386173248
0.6233931682	5.8380336761
0.6234047470	5.8379359245
0.6234163147	5.8359479904
0.6234278821	5.8321881294
0.6234394496	5.8324995041
0.6234510402	5.8373866081
0.6234626076	5.8402404785
0.6234741982	5.8411417007
0.6234857657	5.8363838196
0.6234973329	5.8376774788
0.6235089003	5.8398709297
0.6235204680	5.8422803879
0.6235320586	5.8421077728
0.6235436260	5.8362722397
0.6235551935	5.8339428902
0.6235667840	5.8322734833
0.6235783515	5.8323941231
0.6235899189	5.8365063667
0.6236014864	5.8383903503
0.6236130769	5.8394055367
0.6236246444	5.8436799049
0.6236362137	5.8430261612
0.6236477811	5.8381357193
0.6236593717	5.8366374969
0.6236709392	5.8384232521
0.6236825081	5.8380126953
0.6236940990	5.8356637955
0.6237056664	5.8396439552
0.6237172601	5.8425316811
0.6237288042	5.8442835808
0.6237403950	5.8490505219
0.6237519625	5.8422331810
0.6237635299	5.8430385590
0.6237750974	5.8399229050
0.6237866718	5.8354310989
0.6237982643	5.8342547417
0.6238098317	5.8351702690
0.6238213992	5.8344502449
0.6238329897	5.8377442360
0.6238445572	5.8375144005
0.6238561244	5.8382501602
0.6238677152	5.8383741379
0.6238792827	5.8418521881
0.6238908501	5.8421635628
0.6239024173	5.8428397179
0.6239140079	5.8490066528
0.6239255756	5.8502187729
0.6239371430	5.8439049721
0.6239487336	5.8474268913
0.6239603008	5.8519248962
0.6239718683	5.8609480858
0.6239834359	5.8603563309
0.6239950265	5.8575387001
0.6240065940	5.8564848900
0.6240181614	5.8571243286
0.6240297402	5.8437013626
0.6240413079	5.8414974213
0.6240528753	5.8476848602
0.6240644659	5.8511872292
0.6240760331	5.8511619568
0.6240876006	5.8538408279
0.6240991914	5.8505449295
0.6241107588	5.8571414948
0.6241223378	5.8531780243
0.6241339053	5.8474450111
0.6241454725	5.8407316208
0.6241570633	5.8453960419
0.6241686307	5.8489193916
0.6241801982	5.8528575897
0.6241917654	5.8619408607
0.6242033560	5.8618159294
0.6242149237	5.8622364998
0.6242264911	5.8567905426
0.6242380817	5.8549742699
0.6242496491	5.8619756699
0.6242612166	5.8599262238
0.6242727838	5.8640060425
0.6242843630	5.8545451164
0.6242959534	5.8455119133
0.6243075211	5.8495559692
0.6243190999	5.8455519676
0.6243306557	5.8449692726
0.6243422465	5.8472347260
0.6243538141	5.8449921608
0.6243653814	5.8467507362
0.6243769720	5.8478860855
0.6243885395	5.8463268280
0.6244001069	5.8460006714
0.6244116743	5.8503503799
0.6244232649	5.8571243286
0.6244348324	5.8604464531
0.6244463998	5.8610687256
0.6244579731	5.8482551575
0.6244695637	5.8471202850
0.6244811311	5.8481650352
0.6244926983	5.8462615013
0.6245042660	5.8506431580
0.6245158566	5.8514461517
0.6245274240	5.8527531624
0.6245389915	5.8549232483
0.6245505820	5.8565936089
0.6245621495	5.8521041870
0.6245737225	5.8539376259
0.6245852934	5.8588871956
0.6245968609	5.8586030006
0.6246084515	5.8556151390
0.6246200189	5.8546986580
0.6246315864	5.8555593491
0.6246431769	5.8565783501
0.6246547479	5.8551878929
0.6246663154	5.8520798683
0.6246778828	5.8527140617
0.6246894534	5.8548388481
0.6247010440	5.8517122269
0.6247126114	5.8577709198
0.6247241789	5.8611235619
0.6247357692	5.8617835045
0.6247473369	5.8589277267
0.6247589043	5.8559579849
0.6247704969	5.8565330505
0.6247820643	5.8525667191
0.6247936318	5.8517651558
0.6248051992	5.8521604538
0.6248167667	5.8569550514
0.6248283572	5.8644728661
0.6248399362	5.8651800156
0.6248515067	5.8681082726
0.6248630857	5.8705434799
0.6248746416	5.8743052483
0.6248862322	5.8753757477
0.6248977996	5.8795313835
0.6249093671	5.8807592392
0.6249209343	5.8690333366
0.6249325251	5.8622593880
0.6249440923	5.8584156036
0.6249556600	5.8565454483
0.6249672506	5.8569545746
0.6249788180	5.8603005409
0.6249903854	5.8625531197
0.6250019529	5.8661961555
0.6250135432	5.8647866249
0.6250251109	5.8597955704
0.6250366783	5.8567910194
0.6250482688	5.8566508293
0.6250598385	5.8554539680
0.6250714059	5.8570203781
0.6250829733	5.8525710106
0.6250945639	5.8496131897
0.6251061338	5.8479456902
0.6251177244	5.8481130600
0.6251292708	5.8480987549
0.6251408637	5.8520011902
0.6251524311	5.8521037102
0.6251640236	5.8515934944
0.6251755681	5.8557176590
0.6251871587	5.8609256744
0.6251987261	5.8633065224
0.6252103167	5.8672986031
0.6252218841	5.8603320122
0.6252334515	5.8476948738
0.6252450189	5.8455276489
0.6252565864	5.8440718651
0.6252681769	5.8513374329
0.6252797444	5.8481760025
0.6252913118	5.8411717415
0.6253028822	5.8377881050
0.6253144726	5.8363370895
0.6253260400	5.8419198990
0.6253376100	5.8522558212
0.6253491774	5.8517513275
0.6253607680	5.8526825905
0.6253723354	5.8569512367
0.6253839028	5.8552141190
0.6253954934	5.8513784409
0.6254070608	5.8483715057
0.6254186282	5.8421602249
0.6254301957	5.8401656151
0.6254417862	5.8403911591
0.6254533536	5.8475589752
0.6254649441	5.8453803062
0.6254765116	5.8339509964
0.6254880791	5.8311877251
0.6254996465	5.8366947174
0.6255112137	5.8347868919
0.6255228045	5.8309011459
0.6255343950	5.8261394501
0.6255459393	5.8266329765
0.6255575299	5.8239440918
0.6255690971	5.8258500099
0.6255806647	5.8250946999
0.6255922321	5.8276062012
0.6256038227	5.8294429779
0.6256153901	5.8293037415
0.6256269576	5.8290457726
0.6256385481	5.8297853470
0.6256501155	5.8280472755
0.6256617081	5.8290853500
0.6256732544	5.8264503479
0.6256848449	5.8297314644
0.6256964152	5.8313159943
0.6257079824	5.8323807716
0.6257195524	5.8340482712
0.6257311428	5.8317461014
0.6257427121	5.8249006271
0.6257543027	5.8246316910
0.6257658470	5.8268437386
0.6257774375	5.8246207237
0.6257890049	5.8259592056
0.6258005723	5.8280134201
0.6258121419	5.8294425011
0.6258237325	5.8301863670
0.6258352997	5.8225369453
0.6258468673	5.8171100616
0.6258584579	5.8191246986
0.6258700253	5.8175492287
0.6258815928	5.8147926331
0.6258931602	5.8180913925
0.6259047507	5.8194417953
0.6259163181	5.8140306473
0.6259278856	5.8084931374
0.6259394761	5.8077268600
0.6259510436	5.8017687798
0.6259626110	5.8011603355
0.6259741784	5.8048496246
0.6259857690	5.8055047989
0.6259973364	5.8037366867
0.6260089038	5.8027162552
0.6260204944	5.7994661331
0.6260320618	5.8061532974
0.6260436292	5.8046436310
0.6260551964	5.8082895279
0.6260667872	5.8131132126
0.6260783546	5.8088030815
0.6260899221	5.7995634079
0.6261015126	5.7965602875
0.6261130800	5.7905387878
0.6261246475	5.7912030220
0.6261362147	5.7947635651
0.6261478054	5.7949318886
0.6261593727	5.7991881371
0.6261709403	5.7986721992
0.6261825306	5.7974495888
0.6261940981	5.7960963249
0.6262056657	5.7895121574
0.6262172563	5.7912926674
0.6262288237	5.7998299599
0.6262403909	5.7973260880
0.6262519585	5.8020639420
0.6262635491	5.8023710251
0.6262751165	5.8010520935
0.6262866862	5.8039879799
0.6262982538	5.8067722321
0.6263098444	5.7975211143
0.6263214118	5.7913560867
0.6263329792	5.7843070030
0.6263445698	5.7831454277
0.6263561372	5.7825150490
0.6263677046	5.7825713158
0.6263792718	5.7834172249
0.6263908626	5.7882618904
0.6264024182	5.7887816429
0.6264140088	5.7926998138
0.6264255764	5.7979211807
0.6264371439	5.7977604866
0.6264487142	5.7952818871
0.6264602932	5.7930178642
0.6264718632	5.7861919403
0.6264834535	5.7801885605
0.6264950209	5.7753853798
0.6265065886	5.7717571259
0.6265181791	5.7673788071
0.6265297465	5.7691483498
0.6265413139	5.7700543404
0.6265528812	5.7706255913
0.6265644720	5.7746706009
0.6265760394	5.7826628685
0.6265876068	5.7839784622
0.6265991974	5.7769961357
0.6266107648	5.7748250961
0.6266223322	5.7821955681
0.6266338996	5.7798557281
0.6266454902	5.7797350883
0.6266570575	5.7787113190
0.6266686250	5.7826943398
0.6266802154	5.7826738358
0.6266917830	5.7796182632
0.6267033504	5.7798027992
0.6267149179	5.7733621597
0.6267265084	5.7733058929
0.6267380756	5.7695312500
0.6267496433	5.7691516876
0.6267612338	5.7717170715
0.6267728012	5.7775082588
0.6267843684	5.7771430016
0.6267959477	5.7847208977
0.6268075167	5.7805118561
0.6268190861	5.7774462700
0.6268306767	5.7737016678
0.6268422441	5.7711162567
0.6268538346	5.7711429596
0.6268654021	5.7665944099
0.6268769695	5.7630491257
0.6268885369	5.7634782791
0.6269001041	5.7649078369
0.6269116949	5.7634615898
0.6269232623	5.7606515884
0.6269348297	5.7645664215
0.6269464203	5.7623744011
0.6269579877	5.7597389221
0.6269695551	5.7611465454
0.6269811223	5.7568755150
0.6269927131	5.7598204613
0.6270042803	5.7587127686
0.6270158479	5.7599215508
0.6270274385	5.7562832832
0.6270390059	5.7567605972
0.6270505734	5.7551965714
0.6270621408	5.7537255287
0.6270737313	5.7549781799
0.6270852988	5.7592167854
0.6270968662	5.7563533783
0.6271084567	5.7608556747
0.6271200239	5.7656540871
0.6271315972	5.7747931480
0.6271431667	5.7719292641
0.6271547362	5.7799038887
0.6271663266	5.7851104736
0.6271778943	5.7672281265
0.6271894665	5.7622532845
0.6272010337	5.7773418427
0.6272126067	5.7968373299
0.6272241973	5.7733092308
0.6272357647	5.7666692734
0.6272473321	5.8844223022
0.6272589227	5.9517612457
0.6272704901	6.0172772408
0.6272820575	6.0480189323
0.6272936247	6.0992283821
0.6273052155	6.1456031799
0.6273167829	6.1490917206
0.6273283504	6.1207761765
0.6273399407	6.1373176575
0.6273515083	6.1110153198
0.6273630758	6.1509752274
0.6273746453	6.2859268188
0.6273862380	6.2790265083
0.6273978054	6.3047418594
0.6274093728	6.2290863991
0.6274209402	6.2570662498
0.6274325308	6.2640528679
0.6274440982	6.2975254059
0.6274556656	6.3331565857
0.6274672562	6.3233809471
0.6274788236	6.3621044159
0.6274903910	6.4297914505
0.6275019584	6.4610195160
0.6275135490	6.5086503029
0.6275251164	6.9638838768
0.6275366836	7.1014246941
0.6275482744	6.5173921585
0.6275598449	6.4103460312
0.6275714123	6.4735789299
0.6275829796	6.5041737556
0.6275945703	6.5050392151
0.6276061377	6.5170054436
0.6276177051	6.5010628700
0.6276292725	6.5348248482
0.6276408631	6.5579290390
0.6276524537	6.5983338356
0.6276640000	6.6066918373
0.6276755674	6.5927152634
0.6276871579	6.5903925896
0.6276987275	6.5933160782
0.6277102949	6.5828413963
0.6277218853	6.6022863388
0.6277334529	6.6364192963
0.6277450434	6.6472043991
0.6277565877	6.6588554382
0.6277681783	6.6711330414
0.6277797457	6.6696476936
0.6277913159	6.6735610962
0.6278028833	6.6577749252
0.6278144739	6.6610350609
0.6278260644	6.6764545441
0.6278376120	6.6593003273
0.6278492026	6.6800088882
0.6278607700	6.6950774193
0.6278723374	6.6738834381
0.6278839048	6.6516275406
0.6278954954	6.6421689987
0.6279070628	6.6619896889
0.6279186533	6.6861877441
0.6279301977	6.6868319511
0.6279417882	6.6823391914
0.6279533554	6.6552023888
0.6279649231	6.6370692253
0.6279765159	6.6250801086
0.6279880833	6.6434068680
0.6279996531	6.6243190765
0.6280112204	6.6405925751
0.6280228111	6.7026739120
0.6280343783	6.7388339043
0.6280459459	6.7188243866
0.6280575134	6.6974024773
0.6280691039	6.7479844093
0.6280806714	6.7642745972
0.6280922619	6.7400212288
0.6281038293	6.7354145050
0.6281153966	6.7707524300
0.6281269873	6.7686333656
0.6281385316	6.7297716141
0.6281501222	6.7610464096
0.6281616896	6.7882094383
0.6281732570	6.7575764656
0.6281848476	6.7364397049
0.6281964150	6.7820110321
0.6282079824	6.7633461952
0.6282195498	6.7264943123
0.6282311404	6.7492108345
0.6282427078	6.7932205200
0.6282542753	6.8048458099
0.6282658677	6.8192028999
0.6282774351	6.8215799332
0.6282890049	6.8283071518
0.6283005721	6.8283352852
0.6283121629	6.8326458931
0.6283237303	6.8384361267
0.6283352975	6.8162894249
0.6283468652	6.8011655807
0.6283584557	6.7978239059
0.6283700231	6.8058423996
0.6283815906	6.7693247795
0.6283931811	6.7630047798
0.6284047486	6.7604732513
0.6284163160	6.7773160934
0.6284278834	6.7902975082
0.6284394760	6.7880125046
0.6284510434	6.7528581619
0.6284626132	6.7575297356
0.6284741806	6.8021798134
0.6284857712	6.8012914658
0.6284973386	6.7901425362
0.6285089058	6.7553281784
0.6285204966	6.7736883163
0.6285320640	6.8251571655
0.6285436316	6.8128876686
0.6285551986	6.7813801765
0.6285667894	6.7414112091
0.6285783682	6.7969837189
0.6285899241	6.8193316460
0.6286015264	6.7791609764
0.6286130705	6.7796349525
0.6286246610	6.7462487221
0.6286362169	6.7750225067
0.6286478074	6.7899432182
0.6286593864	6.7852010727
0.6286709538	6.7432384491
0.6286825213	6.7201747894
0.6286940887	6.7526164055
0.6287056792	6.7648615837
0.6287172582	6.7390570641
0.6287288257	6.7018594742
0.6287403931	6.7024922371
0.6287519838	6.7086968422
0.6287635513	6.7560100555
0.6287751069	6.7539725304
0.6287866977	6.7693233490
0.6287982651	6.7179980278
0.6288098325	6.7069091797
0.6288214231	6.6977677345
0.6288329905	7.0030083656
0.6288445579	6.7313632965
0.6288561251	6.6900372505
0.6288677159	6.4021201134
0.6288793065	6.4323897362
0.6288908621	6.2891616821
0.6289024295	6.2915935516
0.6289140087	6.2893443108
0.6289255761	6.3174819946
0.6289371434	6.3612403870
0.6289487341	6.3997793198
0.6289603016	6.3732070923
0.6289718689	6.3940029144
0.6289834593	6.4313492775
0.6289950385	6.4523615837
0.6290066057	6.4513363838
0.6290181734	6.4897398949
0.6290297408	6.5200080872
0.6290413314	6.5415692329
0.6290528987	6.5435709953
0.6290644660	6.5377235413
0.6290760334	6.5397682190
0.6290876242	6.5494785309
0.6290992148	6.5540742874
0.6291107590	6.5570101738
0.6291223304	6.5576729774
0.6291339210	6.5652103424
0.6291454884	6.5768570900
0.6291570635	6.5975961685
0.6291686309	6.6031837463
0.6291802099	6.6127829552
0.6291917773	6.6209506989
0.6292033679	6.6339793205
0.6292149351	6.6429409981
0.6292265058	6.4353466034
0.6292380732	6.5022335052
0.6292496637	6.4384055138
0.6292612312	6.5719647408
0.6292727986	6.6169891357
0.6292843658	6.6297163963
0.6292959566	6.5872955322
0.6293075240	6.5424356461
0.6293190914	6.4950146675
0.6293306820	6.4836678505
0.6293422494	6.4844689369
0.6293538167	6.4716839790
0.6293654072	6.4536223412
0.6293769748	6.4541687965
0.6293885422	6.4818978310
0.6294001096	6.4920783043
0.6294117002	6.4897584915
0.6294232676	6.4994244576
0.6294348348	6.5148377419
0.6294464256	6.4998998642
0.6294579930	6.4800739288
0.6294695604	6.4606580734
0.6294811508	6.4188141823
0.6294927200	6.4080948830
0.6295042894	6.4035768509
0.6295158571	6.3934969902
0.6295274245	6.4083228111
0.6295390150	6.4080915451
0.6295505855	6.4097299576
0.6295621554	6.3909912109
0.6295737458	6.4030909538
0.6295853134	6.4122519493
0.6295968808	6.3965201378
0.6296084714	6.3984003067
0.6296200156	6.3843488693
0.6296316062	6.4134688377
0.6296431737	6.4368052483
0.6296547411	6.4238529205
0.6296663316	6.4195599556
0.6296778991	6.4226770401
0.6296894665	6.4283905029
0.6297010337	6.4135489464
0.6297126245	6.4154496193
0.6297241919	6.4031405449
0.6297357591	6.3989720345
0.6297473304	6.3665308952
0.6297589210	6.3621087074
0.6297704884	6.3772306442
0.6297820576	6.3653755188
0.6297936484	6.3700661659
0.6298052158	6.4113855362
0.6298167832	6.4349131584
0.6298283505	6.4578309059
0.6298399410	6.4807939529
0.6298515086	6.4664931297
0.6298630759	6.4060697556
0.6298746666	6.3843617439
0.6298862338	6.3764119148
0.6298978015	6.3778471947
0.6299093689	6.3869433403
0.6299209594	6.4167246819
0.6299325269	6.4356765747
0.6299441174	6.4036569595
0.6299556849	6.3827619553
0.6299672542	6.3932533264
0.6299788216	6.4237890244
0.6299903891	6.4396281242
0.6300019822	6.4357919693
0.6300135496	6.4081335068
0.6300251170	6.4102702141
0.6300366842	6.4168882370
0.6300482750	6.4298892021
0.6300598424	6.4276590347
0.6300714096	6.4237308502
0.6300830004	6.4142642021
0.6300945678	6.4146704674
0.6301061352	6.4187660217
0.6301177026	6.4299569130
0.6301292931	6.4511923790
0.6301408606	6.4603390694
0.6301524278	6.4328389168
0.6301640185	6.4241938591
0.6301755860	6.4347906113
0.6301871765	6.3868374825
0.6301987439	6.3702378273
0.6302103113	6.3834691048
0.6302218787	6.4080133438
0.6302334461	6.4304804802
0.6302450366	6.4462795258
0.6302566054	6.4372143745
0.6302681728	6.4172677994
0.6302797422	6.4092144966
0.6302913328	6.4189805984
0.6303029000	6.4178590775
0.6303144693	6.3980765343
0.6303260634	6.3808608055
0.6303376308	6.3814496994
0.6303491982	6.3782305717
0.6303607654	6.3863701820
0.6303723330	6.3786978722
0.6303839236	6.3515844345
0.6303954910	6.3609256744
