Day fraction since midnight on	pH probe (pH)
0.6440334008	6.448307037
0.6440449691	6.407083035
0.6440565437	6.337725163
0.6440681332	6.362151623
0.6440796987	6.444264412
0.6440912653	6.426259518
0.6441028445	6.358858109
0.6441144128	6.356652737
0.6441259881	6.425074101
0.6441375621	6.383235455
0.6441491501	6.371997833
0.6441607142	6.397333622
0.6441722887	6.446874142
0.6441838667	6.3995471
0.6441954324	6.432204723
0.6442070131	6.495831013
0.6442185754	6.383779049
0.6442301508	6.375771523
0.6442417234	6.410674095
0.6442533069	6.468419552
0.6442648752	6.414421082
0.6442764563	6.387933731
0.6442880198	6.391936779
0.6442996055	6.45164299
0.6443111719	6.38632679
0.6443227405	6.338325501
0.6443343209	6.317568779
0.6443459013	6.353455067
0.6443574693	6.338296413
0.644369043	6.333892345
0.6443806326	6.409564972
0.6443921894	6.371787071
0.644403771	6.343351364
0.6444153464	6.363712788
0.6444269099	6.401019096
0.6444384862	6.384263039
0.644450065	6.333950996
0.6444616386	6.367778301
0.6444732074	6.396552563
0.6444847861	6.305424213
0.6444963581	6.315768242
0.6445079326	6.287978649
0.6445195076	6.281031609
0.6445310831	6.277944088
0.6445426514	6.284208775
0.6445542276	6.287790299
0.6445657957	6.290799618
0.644577381	6.285079956
0.6445889449	6.282907963
0.6446005241	6.283038616
0.6446121062	6.285268307
0.6446236746	6.299343109
0.6446352472	6.324923515
0.6446468253	6.288784981
0.644658397	6.274595261
0.6446699725	6.261715889
0.6446815448	6.30715704
0.6446931323	6.348206043
0.6447046885	6.255381107
0.644716262	6.266051769
0.64472784	6.35486126
0.6447394162	6.336318493
0.6447509813	6.313441277
0.6447625685	6.324636459
0.6447741436	6.363935947
0.6447857023	6.300464153
0.6447972775	6.255095005
0.6448088555	6.290706158
0.6448204329	6.296276569
0.6448320099	6.279092789
0.6448435777	6.276124001
0.6448551672	6.277377605
0.6448667274	6.252310276
0.6448782966	6.245906353
0.6448898696	6.265592575
0.6449014461	6.289179325
0.6449130257	6.238507271
0.644924602	6.255472183
0.644936168	6.299571037
0.6449477503	6.297756195
0.6449593226	6.282714367
0.6449708901	6.223009586
0.6449824691	6.242864609
0.6449940447	6.265404701
0.6450056077	6.234152317
0.6450172002	6.253276825
0.6450287599	6.263418198
0.6450403505	6.267308235
0.6450519178	6.249892712
0.6450634776	6.254280567
0.6450750635	6.27626276
0.6450866379	6.251441002
0.6450982073	6.22233057
0.6451097755	6.290120125
0.6451213536	6.278904438
0.6451329245	6.259800434
0.6451444994	6.211678505
0.6451560786	6.21346283
0.6451676432	6.268328667
0.6451792336	6.273827076
0.6451907963	6.263299942
0.6452023727	6.225950718
0.6452139475	6.267445564
0.6452255188	6.275801182
0.6452370887	6.261635304
0.6452486673	6.221542358
0.6452602458	6.237203598
0.645271816	6.268955708
0.6452833959	6.236052036
0.6452949729	6.195365429
0.645306552	6.209825993
0.6453181143	6.259121418
0.6453296808	6.215179443
0.6453412546	6.211884022
0.6453528338	6.197252274
0.6453644013	6.231434822
0.6453759898	6.244271278
0.6453875511	6.218338966
0.6453991338	6.226912022
0.6454106978	6.292922974
0.6454222795	6.205485821
0.6454338546	6.180853367
0.6454454262	6.211527824
0.6454569934	6.214092255
0.6454685756	6.199876785
0.6454801615	6.205469132
0.6454917271	6.274476051
0.6455032973	6.218084335
0.6455148854	6.197377205
0.6455264385	6.19697094
0.6455380234	6.242263794
0.6455495883	6.264709473
0.6455611663	6.253671169
0.6455727577	6.235230923
0.6455843139	6.277211189
0.6455958829	6.22900629
0.6456074611	6.217562199
0.645619039	6.212570667
0.6456306206	6.206399441
0.6456421787	6.258748055
0.6456537588	6.237529278
0.645665326	6.264149189
0.6456769048	6.284358978
0.6456884744	6.231027126
0.6457000474	6.175976753
0.6457116291	6.224423885
0.6457232067	6.206000805
0.6457347789	6.164766312
0.6457463586	6.23201704
0.645757923	6.201217651
0.6457694929	6.187221527
0.6457810741	6.212862015
0.6457926413	6.241422176
0.6458042219	6.158107281
0.6458157983	6.202724457
0.6458273632	6.212461948
0.6458389439	6.195949078
0.6458505217	6.154282093
0.6458620879	6.214454651
0.6458736798	6.264461041
0.6458852366	6.235273361
0.6458968071	6.203204632
0.6459083864	6.188401222
0.6459199593	6.253872395
0.6459315354	6.236637116
0.6459431021	6.20238924
0.645954683	6.201180935
0.6459662691	6.266759396
0.6459778251	6.265407085
0.6459894041	6.178572178
0.6460009761	6.154572964
0.6460125511	6.190871239
0.6460241401	6.223686218
0.6460357031	6.198091984
0.6460472684	6.211918354
0.6460588479	6.2220397
0.6460704294	6.274427414
0.6460819902	6.220750809
0.6460935723	6.160604477
0.6461051456	6.2422719
0.6461167339	6.164248467
0.646128286	6.137453556
0.646139866	6.149941921
0.6461514377	6.198482513
0.6461630127	6.175878525
0.6461745944	6.154642582
0.6461861563	6.191348553
0.6461977359	6.204919815
0.6462093125	6.256015301
0.6462208875	6.14558506
0.6462324611	6.209506035
0.6462440316	6.162660122
0.6462556058	6.140472889
0.6462671803	6.133024693
0.6462787532	6.151398659
0.6462903305	6.124194145
0.646301907	6.15438509
0.6463134746	6.136230469
0.6463250523	6.123707295
0.6463366222	6.140646458
0.6463481986	6.114073753
0.6463597758	6.100470543
0.6463713462	6.154489994
0.6463829151	6.150138378
0.6463944986	6.191762924
0.6464060652	6.12437439
0.6464176366	6.102479935
0.6464292095	6.130336285
0.6464407887	6.155482769
0.6464523675	6.113902092
0.6464639414	6.104977131
0.6464755075	6.117801189
0.6464870801	6.146710396
0.6464986622	6.146168232
0.6465102341	6.080891132
0.6465218017	6.095141888
0.6465333987	6.155002594
0.6465449509	6.197599411
0.6465565312	6.164797306
0.6465680979	6.162948608
0.6465796809	6.208162308
0.6465912521	6.199026585
0.6466028408	6.109081745
0.6466144103	6.088653565
0.6466259692	6.145623684
0.6466375469	6.114742756
0.6466491247	6.069971085
0.6466606946	6.087141991
0.646672272	6.154058933
0.6466838386	6.076424122
0.6466954163	6.055321693
0.6467069867	6.058402538
0.6467185664	6.075597763
0.6467301556	6.07257843
0.6467417086	6.077035427
0.6467533046	6.078188419
0.6467648663	6.081944466
0.6467764393	6.076271057
0.6467880145	6.098463535
0.646799578	6.06750679
0.6468111533	6.052491665
0.6468227348	6.06540823
0.6468343082	6.118803024
0.6468458745	6.096857548
0.6468574479	6.075914383
0.6468690238	6.041101933
0.6468806012	6.092391491
0.6468921906	6.092116833
0.6469037457	6.064228058
0.6469153229	6.044000626
0.6469268993	6.060330391
0.6469384706	6.042945385
0.6469500473	6.08650732
0.6469616361	6.043125629
0.646973194	6.084033489
0.6469847737	6.092494011
0.6469963434	6.077579022
0.6470079131	6.076339245
0.6470194854	6.060569763
0.6470310654	6.10474205
0.6470426338	6.065689087
0.6470542115	6.0769701
0.6470657993	6.068359375
0.6470773586	6.090470791
0.6470889375	6.118207932
0.6471005143	6.109064579
0.6471120822	6.113079071
0.6471236553	6.094819069
0.6471352359	6.030687809
0.6471468022	6.085783005
0.6471583757	6.108883381
0.6471699513	6.034188747
0.6471815377	6.123645306
0.6471930969	6.070462227
0.6472046883	6.120077133
0.6472162437	6.116798878
0.6472278274	6.054001331
0.64723939	6.035539627
0.647250976	6.118019104
0.6472625391	6.023972511
0.6472741182	6.047825337
0.6472856884	6.078784943
0.6472972836	6.185381889
0.6473088443	6.090912819
0.6473204144	6.079379559
0.6473320023	6.067827225
0.6473435803	6.17625618
0.6473551411	6.134786606
0.6473667092	6.091609478
0.6473782847	6.054652691
0.6473898621	6.113884926
0.6474014373	6.151263237
0.6474130062	6.141122341
0.6474245856	6.082695484
0.647436158	6.140714645
0.6474477443	6.131296158
0.6474593074	6.054733753
0.6474708752	6.034775257
0.6474824556	6.092185497
0.6474940284	6.136756897
0.6475055992	6.140697479
0.6475171738	6.016674519
0.6475287473	6.049026489
0.6475403178	6.08826828
0.6475518994	6.024410725
0.6475634826	6.031717777
0.6475750428	5.9901371
0.6475866144	6.048075199
0.6475981966	6.058855534
0.6476097674	6.014223099
0.6476213328	6.053850174
0.647632908	6.054584026
0.6476444808	6.068984509
0.6476560662	6.05019331
0.6476676325	6.018859386
0.6476792104	6.043949127
0.647690784	6.078258514
0.6477023513	6.086989403
0.647713929	6.001973152
0.6477255054	6.087485313
0.6477370816	6.091070652
0.6477486466	6.108798504
0.647760224	6.103781223
0.6477717971	6.082718849
0.6477833828	5.983396053
0.6477949458	6.048211098
0.6478065254	6.085855484
0.6478180965	6.069408894
0.6478296793	6.095032692
0.647841243	6.113130093
0.6478528191	6.121603966
0.6478643961	6.109510422
0.6478759611	6.104654312
0.6478875391	6.093120098
0.6478991215	6.086524487
0.647910689	6.06866169
0.6479222583	6.100968361
0.647933849	6.10923624
0.6479454195	6.046308518
0.6479569855	6.073858738
0.6479685576	6.03506422
0.6479801356	6.064704895
0.6479917063	6.077323914
0.6480032774	6.062892914
0.6480148582	5.956653118
0.6480264236	5.952072144
0.6480380047	5.938555718
0.6480495725	5.931264877
0.6480611501	5.938161373
0.6480727307	5.938092709
0.6480842973	5.957541466
0.6480958674	5.939043999
0.6481074486	5.960478306
0.6481190245	5.948127747
0.6481305956	5.955231667
0.6481421634	5.961431503
0.6481537475	6.022060871
0.6481653167	5.958883762
0.6481768953	5.949993134
0.6481884634	5.960989952
0.6482000446	5.947956085
0.6482116239	5.966533661
0.6482231808	6.004099369
0.6482347632	6.091327667
0.6482463374	5.984562874
0.6482579113	5.967563152
0.6482694776	5.955860138
0.6482810535	5.967648506
0.6482926329	5.948168755
0.6483042091	5.974732876
0.6483157778	6.095329285
0.6483273519	6.008474827
0.6483389245	6.042435646
0.6483504995	6.081626892
0.64836207	6.03411293
0.6483736523	6.005026817
0.6483852168	5.992294312
0.6483968038	6.038682461
0.648408366	6.0968256
0.6484199469	6.037498951
0.6484315189	6.060746193
0.6484430923	5.99586153
0.6484546659	5.991734028
0.6484662453	5.914780617
0.6484778304	5.898656368
0.648489388	5.962925911
0.6485009655	6.024204731
0.648512538	5.966764927
0.6485241063	5.974853516
0.6485356845	5.935330868
0.648547266	5.876871109
0.6485588282	5.886456966
0.6485704085	5.876939297
0.6485819866	5.877728462
0.6485935538	5.882499218
0.6486051334	5.884658337
0.6486167043	5.882142544
0.6486282751	5.879815579
0.6486398584	5.88485384
0.6486514235	5.890686035
0.6486629998	5.891829014
0.6486745744	5.881725311
0.6486861411	5.883552551
0.6486977204	5.880576134
0.6487092926	5.892232418
0.6487208698	5.864572048
0.6487324422	5.872087002
0.6487440123	5.869879246
0.6487555859	5.873446941
0.6487671634	5.877300263
0.6487787411	5.87416029
0.6487903158	5.881759644
0.6488018913	5.875618935
0.6488134621	5.86870718
0.6488250366	5.862959385
0.6488366259	5.889238834
0.6488481785	5.890244484
0.648859755	5.861244202
0.6488713306	5.864276886
0.6488829033	5.875977039
0.6488944919	5.87179327
0.6489060543	5.867619991
0.6489176345	5.861449719
0.6489291972	5.863526344
0.6489407788	5.855360031
0.6489523439	5.856375694
0.6489639228	5.855583191
0.6489754912	5.864783764
0.6489870773	5.85909605
0.6489986508	5.856749058
0.6490102209	5.860570908
0.6490217961	5.863559246
0.6490333732	5.862685204
0.6490449451	5.876214981
0.6490565138	5.8624053
0.6490680879	5.876253128
0.6490796674	5.879598141
0.649091251	5.887746334
0.6491028132	5.88590765
0.6491143841	5.910032749
0.6491259604	5.965298653
0.6491375367	5.911778927
0.6491491059	5.921209335
0.6491606876	5.918142796
0.6491722571	6.000769615
0.6491838309	6.01276207
0.6491954078	5.991372109
0.6492069737	5.934848785
0.6492185618	5.985544205
0.6492301256	5.961380482
0.6492416984	5.972319126
0.6492532729	5.928229332
0.6492648484	5.975899696
0.6492764266	6.044068813
0.6492880103	6.002539635
0.6492995721	5.930585861
0.6493111596	5.902276039
0.6493227226	5.926814556
0.6493342982	5.908405304
0.6493458611	5.919476986
0.6493574397	5.911178112
0.649369009	5.941252232
0.6493805935	5.984116554
0.6493921615	5.966187477
0.6494037364	5.925536156
0.6494153057	5.949728012
0.6494268827	5.950614929
0.6494384555	5.987792969
0.6494500359	5.992164135
0.6494616015	5.988625526
0.6494731871	6.000549793
0.6494847484	5.995182037
0.6494963288	6.041873455
0.6495078972	6.034214973
0.6495194911	6.022111893
0.6495310556	5.965304375
0.6495426196	5.988472462
0.6495541926	6.018231392
0.6495651954	5.963758469
0.6495773475	6.012350559
0.6495889246	5.974665165
0.6496004931	5.963894367
0.6496120677	5.968129158
0.6496236359	5.960785866
0.6496352162	5.919721127
0.6496467845	5.948946476
0.6496583595	5.922448635
0.649669948	5.942929745
0.6496815184	5.903901577
0.6496930845	5.852927208
0.6497046664	5.945165634
0.6497162343	5.942067623
0.6497278135	5.882994652
0.6497393761	5.853097439
0.6497509522	5.870181084
0.6497625242	5.856188297
0.6497741038	5.866612911
0.6497856782	5.889101505
0.6497972569	5.872308254
0.6498088264	5.951478005
0.6498203984	5.92633915
0.6498319706	5.897565365
0.6498435422	5.99567461
0.6498551163	5.923485279
0.6498666978	5.935847282
0.6498782707	5.942390442
0.6498898434	5.959087849
0.6499014158	5.969040871
